課名,教師,流水號,課號,課程識別碼,必選修,開課系所,上課時間,上課地點,加簽類別,授課語言,學分,修課人數上限,課程概述,課程目標,課程要求,評量方式,備註,預期學習時數,詳情頁URL
肌肉骨骼物理治療評估、鑑別診斷與實習一,林居正,16282,PT3064,408 35810,必帶,物理治療學系,"四 7, 8, 9",,2 類,中文授課,2,40,本課程為物理治療學系三年級學生必修課程，承接大二基礎物理治療學與操作治療學之內容，整合二課程中基本物理治療評估與治療技術，應用於臨床常見之肌肉骨骼系統問題，內容包括人體肌肉骨骼系統之介紹以及應用之物理治療評估與治療,"修習學生在結束本課程時，應熟悉
1.	常見之肌肉骨骼系統問題
2.	常見之肌肉骨骼系統之物理治療評估技術並能分析評估結果
3.	各肌肉骨骼系統之鑑別診斷","計分方式：
期中、期末lecture考各30％（1，3，4），期末practice考30％（1，3，4），平時參與＆團隊作業10％（1，2，4）","本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。","本課程中文授課,使用英文教科書。與王淑芬、陳昭瑩、陳譽仁、陳月霞、蘇泰德合授",,https://course.ntu.edu.tw/courses/114-1/16282
物理治療臨床實習(A),蘇泰德,39243,PT4001,408 40070,選修,物理治療學系,,,2 類,英文授課,3,10,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",實習課程。本課程以英語授課。泰國海外實習（暑假4週，每天8小時）與王淑芬、鄭素芳、林居正、湯佩芳、王興國、王儷穎、徐瑋勵、吳晏慈、李亞芸、劉宴齊、陳月霞、林冠吟合授,,https://course.ntu.edu.tw/courses/114-1/39243
物理治療臨床實習(B),蘇泰德,44504,PT4002,408 40080,選修,物理治療學系,,,2 類,英文授課,2,10,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",實習課程。本課程以英語授課。日本海外實習（暑假2週，每天8小時）與王淑芬、鄭素芳、林居正、湯佩芳、王興國、王儷穎、徐瑋勵、吳晏慈、李亞芸、劉宴齊、陳月霞、林冠吟合授,,https://course.ntu.edu.tw/courses/114-1/44504
物理治療專題討論,湯佩芳,24363,PT4014,408 42300,必修,物理治療學系,"六 2, 3",,2 類,中文授課,2,30,"本課程旨在整合常見物理治療之鑑別診斷技巧，培養學生觀察臨床問題、有邏輯性的整理出問題的能力。課程將以臨床個案討論方式，針對常見的臨床問題以及跨科跨系統的複雜問題進行單元探討後，進行實證醫學的探討。預期學生能針對未知的病例問題架構鑑別診斷流程以提出有效的診斷；應依評估結果，擬定治療目標與計畫。
課程目的：專業的論文選讀及文獻整理報告","課程目標：
1. 閱讀與剖析文獻之能力（專科知能、終身學習）。
2. 培養練習演講之能力 (專科知能、溝通能力、終身學習)。
3. 培養撰寫報告之能力（專科知能、溝通能力、終身學習）。","課程要求：
1.	口頭報告日期之前至少一個月以前需主動與指導老師聯絡討論，以訂定報告題目、大綱以及後續討論行程。與指導老師約定討論之時間不得無故延期或缺席。沒有事先與指導老師討論者不能進行口頭報告。
2.	口頭報告每位為 40分鐘，含報告25分鐘，討論 15 分鐘，非報告之同學需踴躍發問並給予建設性之建議，列為平常分數之評比。
3.	書面報告一份，以中文或英文書寫，格式請依臺灣物理治療學會雜誌之規定書寫，參考文獻至少15篇。
4.	口頭報告結束後一週內繳交報告資料給指導老師，內容包含書面報告、ppt檔以及所有參考資料與圖表，另需上傳一份書面報告至NTU Cool網站，遲交者一律扣5分；經催交後每日扣2分。
5.	請假規定: 請依台大校方(https://advisory.ntu.edu.tw/CMS/Page/44)與本課程規定辦理，以遵循公平公正原則，也避免缺席被列為曠課，影響平時成績。
A.	心理健康假：得於當日email向授課老師請假，每學期至多三日。
B.	生理假：得於當日email向授課老師請假，每月一日。
C.	病假：3日內至學生請假系統提出申請，並附證明。
D.	事假：事假開始前3-7日，事先至學生請假系統提出申請，並附證明。
E.	公假：公假開始前7-10日，事先至學生請假系統提出申請，並附證明。請注意：隨台灣大學校隊出隊比賽的運動防護公假，每位同學本課程中只能申請一次。","40%	

口頭報告

(各分項佔 8%, 優良：7~8, 可接受：3~6, 差：1~2)
1. 口頭報告佔40% (各分項佔 8%, 優良：7~8, 可接受：3~6, 差：1~2)
⚫ Preparation (time management)
⚫ Quality of literature review
⚫ Quality of slides
⚫ Presentation skill
⚫ Question handling


40%	

書面報告

(各分項佔 8%, 優良：7~8, 可接受：3~6, 差：1~2)
⚫ Quality of the manuscript
⚫ Quality of literature review
⚫ Logic thinking process in the manuscript
⚫ Cosmetics
⚫ Time management


20%	

課堂參與表現

(各分項佔 10%, 優良：8~10, 可接受：5~8, 差：1~5)
⚫ Class attendance
⚫ Participation

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。","初選不開放。本課程中文授課,使用英文教科書。不開放初選，開學後，依分配名單核發授權碼。與吳晏慈、林冠吟、蘇泰德合授",,https://course.ntu.edu.tw/courses/114-1/24363
物理治療臨床實習(D),林居正,54053,PT4026,408 43000,選修,物理治療學系,,,2 類,中文授課,4,40,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。","實習課程。本課程中文授課,使用英文教科書。每學期至多選3門課，須先修畢1至4年級必修科目。每學年均分8站，每站6週，每天8小時。與王淑芬、鄭素芳、陳昭瑩、湯佩芳、王興國、王儷穎、楊靜蘭、徐瑋勵、吳晏慈、李亞芸、郭曉意、劉宴齊、陳月霞、林冠吟、蘇泰德合授",,https://course.ntu.edu.tw/courses/114-1/54053
物理治療研究一,吳晏慈,31407,PT4031,408 42910,選修,物理治療學系,,,2 類,中文授課,2,10,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。","本課程中文授課,使用英文教科書。",,https://course.ntu.edu.tw/courses/114-1/31407
物理治療研究一,李亞芸,10345,PT4031,408 42910,選修,物理治療學系,,,2 類,中文授課,2,10,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。","本課程中文授課,使用英文教科書。",,https://course.ntu.edu.tw/courses/114-1/10345
物理治療研究一,劉宴齊,58678,PT4031,408 42910,選修,物理治療學系,,,2 類,中文授課,2,10,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。","本課程中文授課,使用英文教科書。",,https://course.ntu.edu.tw/courses/114-1/58678
物理治療研究二,吳晏慈,52109,PT4032,408 42920,選修,物理治療學系,,,2 類,中文授課,2,10,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。","本課程中文授課,使用英文教科書。",,https://course.ntu.edu.tw/courses/114-1/52109
物理治療研究二,劉宴齊,25888,PT4032,408 42920,選修,物理治療學系,,,2 類,中文授課,2,10,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。","本課程中文授課,使用英文教科書。",,https://course.ntu.edu.tw/courses/114-1/25888
物理治療研究二,陳月霞,37900,PT4032,408 42920,選修,物理治療學系,,,2 類,中文授課,2,10,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。","本課程中文授課,使用英文教科書。",,https://course.ntu.edu.tw/courses/114-1/37900
心肺物理治療、預防與實習二,王儷穎,22277,PT4054,408 43520,必帶,物理治療學系,"二 6, 7, 8",,2 類,中文授課,2,40,本課程涵蓋呼吸循環系統的基本解剖、生理、常見疾病及其臨床症狀、相關檢查以及治療的方法。並對呼吸循環系統患者的物理治療評估、物理治療計劃與相關問題之諮詢做深入的探討。,"學生完成本課程後，應具備以下能力
1.	能描述呼吸循環系統的基本解剖、生理、常見疾病及其臨床症狀、.相關檢查的意義以及治療的方法。
2.	能獨立實施呼吸循環系統患者的物理治療評估，擬定物理治療目標與治療計劃。
3.	能安全及有效地執行相關之技術(包括胸腔物理治療)，並提供病人相關問題之諮詢。
4.	能完成呼吸循環系統物理治療之病歷報告。","評分方法
1. 課堂表現		10％（含出席率、隨堂小考）
2. 期中筆試		35％
3. 期末筆試		35%
3. 期末跑考		20％","本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。","本課程中文授課,使用英文教科書。與林冠吟合授",,https://course.ntu.edu.tw/courses/114-1/22277
兒童發展與家庭功能評估及實習,郭曉意,24398,PT4055,408 43530,必帶,物理治療學系,"五 2, 3, 4",,2 類,中文授課,2,40,本課程之內容包括兒童發展過程、兒童行為觀察、簡介各種發展測試及小兒疾患之各項物理治療理論、家長晤談、評估技巧、治療技巧與親職教導為主。小兒個案包括一般、高危險、發展遲緩與智能損傷嬰幼兒，並簡介醫療系統與教育體系中物理治療師之角色與知能。,"修習學生在結束本課程時,應具有以下能力：
1、	能理解兒童發展與環境互動過程，培養對兒童的全人關懷能力。
2、	能了解小兒物理治療師所需之知能以及服務倫理。
3、	能理解小兒疾患之各項物理治療理論與處理模式。
4、	能了解醫療體系、社福單位與教育系統中物理治療師角色之異同，培養與不同專業團隊合作的能力。
5、	能了解與應用發展評估工具於一般發展兒童。
6、	能自行收集兒童物理治療相關資訊，並以批判性思考選擇使用適切的資訊，培養終身學習的能力。
7、	能進行高危險群嬰幼兒之基礎早期評估與介入之病歷撰寫、觀察與報告。
8、	藉由小組團隊合作共同評估一位一般發展兒童，且進行口頭報告，而達到以下目標：
(a)	與個案家長聯絡，並徵得同意接受評估
(b)	以個案處理模式(CMM)統整個案資訊，並以國際功能分類系統(ICF)了解個案健康與發展狀況
(c)	學習兒童PT評估方法與初步評量、診斷及預後
(d)	藉由兒童健康與發展評估，以了解環境與個體之互動
(e)	藉由小組評估一般兒童且進行口頭報告，而達到報告能力之訓練","計分方法：
平日上課參與	10 % (人文關懷、團隊合作、服務倫理、批判思考、終身學習)
見習團體書面報告	5 % (人文關懷、團隊合作、服務倫理、專業能力、批判思考、終身學習)
期中筆試	25 % (服務倫理、專業能力、批判思考)
期末團體口頭報告	10 % (人文關懷、團隊合作、服務倫理、專業能力、批判思考、終身學習)
期末筆試	25 % (服務倫理、專業能力、批判思考)
期末實習考試	25 % (人文關懷、服務倫理、專業能力、批判思考)","本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。","本課程中文授課,使用英文教科書。合授：楊佩瑜、劉妍羚。與鄭素芳、吳晏慈合授",,https://course.ntu.edu.tw/courses/114-1/24398
神經物理治療Ⅰ: 評估、鑑別診斷與實習,湯佩芳,10379,PT4056,408 43610,必帶,物理治療學系,"三 1, 2, 3, 4",,2 類,中文授課,3,40,本課程涵蓋神經系統的基本解剖與生理功能、常見成人神經系統疾病及其臨床症狀之介紹、相關檢查方法以及鑑別診斷。並針對神經物理治療檢查、評估、功能性診斷及鑑別診斷做深入的探討。檢查與評估將依循個案處理、國際功能分類、及臨床實證之架構作介紹。本課程內容以下幾大類神經科疾病為主﹕(一)非進行性神經科疾病，如腦中風、創傷性頭部外傷、創傷性脊髓損傷、良性腦瘤等；(二)進行性神經科疾病，如巴金森氏症、小腦病變、多發性硬化症、運動神經元疾病、惡性腦瘤等；及(三)週邊神經系統疾病，如基藍巴瑞氏症、周邊神經損傷、前庭系統病變等。,"在結束本課程後，學生應能:
1.	熟稔正常之神經解剖與神經生理；
2.	了解成人主要神經系統疾病及其臨床症狀、相關檢查方法以及鑑別診斷；
3.	能閱讀神經科疾病之病歷與判讀檢查結果；
4.	能獨立執行神經學檢查與特定神經學疾病之神經物理治療檢查與評估；
5.	能根據神經物理治療檢查與評估結果，作功能性診斷及鑑別診斷；
6.	能整合性的運用臨床決策、個案處理模式、國際功能分類、及臨床實證等架構於神經物理治療檢查、評估、功能性診斷及鑑別診斷中；
7.	能清楚地記錄神經物理治療檢查、評估及功能性診斷結果於病歷中；
8.	能用適當與清晰的口語與書面表達方式與病患、病患家屬、病患照顧者及其他醫療專業人員溝通神經物理治療檢查、評估、功能性診斷及鑑別診斷結果；
9.	能運用臨床實證概念閱讀相關文獻，判別不同的檢查與評估之臨床計量學 (clinimetrics) 特性；
10.	行為表現遵從醫學倫理；
11.	具備至醫療院所神經物理治療單位作臨床實習之基本專業知識與評估技巧、及和團隊溝通與合作能力。","＊注意事項: 
本課程將上課準時出席與簽到視為專業能力養成訓練的一部份。因此，無論是線上還是實體上課，請學生都要親自出席與且簽到。遲到超過十分鐘即算遲到。

請假規定: 請依台大校方(https://advisory.ntu.edu.tw/CMS/Page/44)與本課程規定辦理，以遵循公平公正原則，也避免缺席被列為曠課，影響平時成績。
1.	心理健康假：得於當日email向授課老師請假，每學期至多三日。
2.	生理假：得於當日email向授課老師請假，每月一日。
3.	病假：3日內至學生請假系統提出申請，並附證明。
4.	事假：事假開始前3-7日，事先至學生請假系統提出申請，並附證明。
5.	公假：公假開始前7-10日，事先至學生請假系統提出申請，並附證明。請注意：隨台灣大學校隊出隊比賽的運動防護公假，每位同學本課程中只能申請一次。","10%	

課堂出席與參與課堂活動

含提問、討論、操作練習、小考1次


25%	

期中考筆試


25%	

期末考筆試


40%	

期末考跑台考

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。","本課程中文授課,使用英文教科書。與李亞芸、劉宴齊、林千禾合授",4-8小時,https://course.ntu.edu.tw/courses/114-1/10379
實證操作治療學及實習,陳月霞,24044,PT4057,408 44410,必帶,物理治療學系,"二 2, 3, 4",,2 類,中文授課,2,40,操作治療學為物理治療師的基本治療技巧之一，藉由徒手或器械對人體關節或鄰近軟組織施力，可以改變組織特性與排列，達到止痛、消腫、放鬆、增加活動度、促進功能等目的。本課程延續基礎物理治療學與實習的內容，介紹物理治療師進階使用之操作治療學的理論、手法、及其臨床運用，包括肌肉能量療法、筋膜放鬆術、軟組織鬆動術、神經鬆動術、脊椎鬆動術等。本課程提供實際演練各類技巧，教學方式為1小時的大堂講授、2小時的實作練習、或是混搭方式。,"修習學生在結束本課程時，應具有以下能力：
1.	能獨立執行有關肌肉、軟組織、神經和脊椎等構造之適應症評估，了解各項評估結果，並解釋其意義。
2.	能說明各種進階物理治療技巧的實證結果。
3.	獨立正確地執行軟組織、神經及脊椎等構造物理治療鬆動技巧。
4.	選擇並操作適當的肌肉能量療法。",注意事項：(1)無補考；(2)實習課請穿著背心及短褲，長髮者需束髮,"1. 筆試(100%)
2. 實習考試(100%)
計分方法：
平日上課參與	20 %
期中考	40 %
期末考	40 %
預期每週課前或/與課後學習時數
Office Hour
指定閱讀
參考書目
1.	Gibbons J. Muscle energy techniques: a practical guide for physical therapists. Chichester, England: Lotus Publishing; 2013.
2.	Chaitow L, Franke H. Muscle energy techniques. 4th ed. Edinburgh: Churchill Livingstone/Elsevier; 2013. 
3.	Jull GA. Grieve's modern musculoskeletal physiotherapy. 4th ed. Edinburgh: Elsevier; 2015.
4.	Ebner M. Connective Tissue Massage: Theory and therapeutic application, R. E. Krieger Pub. Co, New York, 1975.
5.	Cantu RI, Grodin AJ. Myofascial manipulation: theory and clinical application. 2nd ed. Aspen Publishers; 2001.
6.	Edmond SL. Joint mobilization/manipulation: extremity and spinal techniques. 3rd ed. St. Louis, Missouri: Mosby, Inc.; 2017. 
7.	Kaltenborn F.M. Manual mobilization of the joints: Volume II the spine. Minneapolis, MN, U.S.A.: Orthopedic Physical Therapy Products (OPTP); 2018. (有中譯本)
8.	Ombregt L. A system of orthopaedic medicine. Elsevier Health Sciences; 2013.
9.	Magee DJ. Orthopedic physical assessment. 7th ed. St. Louis, Missouri: Elsevier; 2021.
10.	Osar E. The Psoas Solution: The Practitioner's Guide to Rehabilitation, Corrective Exercise, and Training for Improved Function. North Atlantic Books; 2017.
11.	Haff G, Triplett NT, National S, Conditioning Association e. Essentials of strength training and conditioning. Fourth edition. ed. Human Kinetics; 2016.
評量方式
本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。","本課程中文授課,使用英文教科書。合授：黃博靖、馬煥竣。與趙遠宏、林冠吟合授",,https://course.ntu.edu.tw/courses/114-1/24044
科技輔具學與實習一,劉宴齊,45829,PT4059,408 43500,選修,物理治療學系 / 老人與長期照護學程,"一 6, 7, 8, 9",,2 類,中文授課,2,40,"課程說明： 
本課程旨為介紹科技輔具之分類、規定、評估、選擇、設計或製造，以期學生在臨床上能擁有為有需要輔具之個案選擇或介紹合適之科技輔具的能力。本課程同時著重於環境及輔具之通用設計以及可達性(Accessibility)之概念。透過講課、個案討論、實際操作、校外或臨床參訪等授課方式，學生將學習針對不同族群個案(包含兒童、成人、老年人、及臨床病患)之需求，選擇及適配合適之輔具，並予以衛教。
授課主題: 
包括輔具評估、足部輔具、上下肢輔具、行動輔具與輪椅、小兒輔具、日常生活輔具、無障礙環境、背架、環境控制、功能性電刺激與義肢等；再搭配各主題之實習或參觀。
實習主題: 
1.輪椅評估
2.足部輔具製作
3.小兒輔具: 臺大兒童醫院
4.綜合輔具服務：新北市輔具資源中心
5.無障礙環境設計
6.上、下肢輔具、背架與義肢：病人之使用與訓練","同學於學期結束時，應具備以下能力: 
1.描述輔助器具的分類和台灣輔助技術服務的現行規定。
2.描述各類輔助器具和技術的規格、適應症和臨床意義，包含: 
2.1.移行輔助裝置
2.2.輪椅和行動輔助設備
2.3.擺位輔助設備
2.4.上肢輔具
2.5.下肢輔具
2.6.脊柱輔具
2.7.日常輔助器具
3.描述通用設計的概念和實際應用。
4.通過台灣可達及可用的建築物及設施的設計規範，確定公共環境的可達性。
5.對需要輔助器具的患者/客戶進行臨床評估
6.正確佩戴和脫下輔具設備，並對患者/客戶及其照顧者進行佩戴教育。
7.了解傳統與新近輔具之特色與臨床運用
8.了解輔具製作之原理與臨床運用","評分方法:
Lecture
期中考：45%
期末考：45%
課堂表現與出席率：10%
 
Practice
作業：40%
期末考：50%
課堂表現與出席率：10%","本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。","本課程中文授課,使用英文教科書。合授：潘懿玲、楊忠一、葉坤達、郭鎮宇。與黃小玲合授",,https://course.ntu.edu.tw/courses/114-1/45829
肌肉骨骼物理治療臨床實習,林居正,38938,PT5030,408 50000,必修,物理治療學系,,,2 類,中文授課,4,40,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。","實習課程。本課程中文授課,使用英文教科書。每學期至多選3門課，須先修畢1至4年級必修科目。每學年均分8站，每站6週，每天8小時。與王淑芬、王興國、徐瑋勵、陳月霞、蘇泰德合授",,https://course.ntu.edu.tw/courses/114-1/38938
神經物理治療臨床實習,湯佩芳,55484,PT5031,408 50400,選修,物理治療學系 / 神經生物與認知科學學程,,,2 類,中文授課,4,40,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。","實習課程。本課程中文授課,使用英文教科書。每學期至多選3門課，須先修畢1至4年級必修科目。每學年均分8站，每站6週，每天8小時。與李亞芸、劉宴齊合授",,https://course.ntu.edu.tw/courses/114-1/55484
小兒物理治療臨床實習,鄭素芳,54842,PT5032,408 50500,必修,物理治療學系,,,2 類,中文授課,4,40,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。","實習課程。本課程中文授課,使用英文教科書。每學期至多選3門課，須先修畢1至4年級必修科目。每學年均分8站，每站6週，每天8小時。與吳晏慈、郭曉意合授",,https://course.ntu.edu.tw/courses/114-1/54842
呼吸循環物理治療臨床實習,王儷穎,11050,PT5033,408 50600,必修,物理治療學系,,,2 類,中文授課,4,40,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。","實習課程。本課程中文授課,使用英文教科書。每學期至多選3門課，須先修畢1至4年級必修科目。每學年均分8站，每站6週，每天8小時。與林冠吟合授",,https://course.ntu.edu.tw/courses/114-1/11050
跨領域整合物理治療臨床實習一,林居正,44308,PT5034,408 50700,必修,物理治療學系,,,2 類,中文授課,4,40,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。","實習課程。本課程中文授課,使用英文教科書。每學期至多選3門課，須先修畢1至4年級必修科目。每學年均分8站，每站6週，每天8小時。與王淑芬、鄭素芳、陳昭瑩、湯佩芳、王興國、王儷穎、楊靜蘭、徐瑋勵、吳晏慈、李亞芸、郭曉意、劉宴齊、陳月霞、林冠吟、蘇泰德、林千禾合授",,https://course.ntu.edu.tw/courses/114-1/44308
跨領域整合物理治療臨床實習二,林居正,59348,PT5035,408 50800,必修,物理治療學系,,,2 類,中文授課,4,40,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。","實習課程。本課程中文授課,使用英文教科書。每學期至多選3門課，須先修畢1至4年級必修科目。每學年均分8站，每站6週，每天8小時。與鄭素芳、陳昭瑩、湯佩芳、王興國、王儷穎、楊靜蘭、徐瑋勵、吳晏慈、李亞芸、郭曉意、劉宴齊、陳月霞、林冠吟、蘇泰德合授",,https://course.ntu.edu.tw/courses/114-1/59348
複雜病例討論,林居正,14542,PT6003,408 60200,必修,物理治療學系,"六 6, 7",,2 類,中文授課,1,30,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。","初選不開放。本課程中文授課,使用英文教科書。不開放初選，開學後，依分配名單核發授權碼。與鄭素芳、湯佩芳、王儷穎合授",,https://course.ntu.edu.tw/courses/114-1/14542
物理治療與長期照顧,李亞芸,18326,PT6010,408 60900,必帶,物理治療學系,一 4,,2 類,中文授課,1,40,長期照顧(以下簡稱「長照」)是指對已無法獨立執行日常活動者，提供為時一段期間的健康與生活照顧，使其儘可能的獨立與安全生活。隨著社會人口的老化，國人中需要長照服務者也與日俱增。物理治療師是長照跨專業服務團隊裡不可或缺的一員。因此，本課程是物理治療學系六年學制學生之必修、進階課程，目的是強調物理治療專業如何在長照領域發揮其功能，以使需要長照者獲得最好的照顧，並提升其日常生活功能與生活品質。,"在結束本課程後，學生應能:
1.了解長照顧跨專業資源連結、個案轉介制度、物理治療師在長照的角色、與照專/個管師之溝通、及如何做跨專業間的合作。
2.了解長照觀念與模式、國內長期照顧制度與政策法規。
3.了解如何執行失能評估、輔具與環境評估與改善、與復能服務。
4.了解物理治療於急性後期、居家、社區、與機構之長照服務模式與實務重點。
5.了解如何提供安寧療護與臨終關懷服務。
6.了解對失智、衰弱、肌肉骨骼問題、嬰幼兒與孩童個案提供長照服務時之注意事項與實務重點。
7.了解科技於長照產業之應用。
8.了解長照2.0居家單位與政府標案申請。","評分方法:
1. 平時成績(10%)：出席與課堂討論
2. 課堂作業(20%)：2024/9/16 下午5:00前上傳至NTU Cool作業區，遲交不予計分。
3. 期末口頭報告(50%)：每組報告15分鐘，討論10分鐘(口頭40%)。報告之ppt需補充課堂討論問題，並於2024/12/23下午5:00前上傳至NTU Cool作業區，遲交不予計分(修改之ppt 10%)。
4. 參訪表現與書面心得報告(20%)：本學期每位同學進行一次據點參訪。參訪後一週內繳交觀摩報告給臨床老師並上傳一份至NTU Cool作業區，最少500字，格式不拘，逾期未繳或字數不符合，不予計分。","本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。","本課程中文授課,使用英文教科書。合授：游曉微、蘇信昌、陳雅玲、蔡仁傑、陳美珠。與湯佩芳、吳晏慈、劉宴齊、蘇泰德、游曉微合授",,https://course.ntu.edu.tw/courses/114-1/18326
物理治療特色實習一,林居正,10573,PT6011,408 61000,必修,物理治療學系,,,2 類,中文授課,2,40,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。","實習課程。本課程中文授課,使用英文教科書。與王淑芬、鄭素芳、湯佩芳、王興國、王儷穎、徐瑋勵、吳晏慈、李亞芸、郭曉意、劉宴齊、陳月霞、林冠吟、蘇泰德合授",,https://course.ntu.edu.tw/courses/114-1/10573
物理治療特色實習二,林居正,58052,PT6012,408 61100,必修,物理治療學系,,,2 類,中文授課,2,40,,,,"本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。","實習課程。本課程中文授課,使用英文教科書。與王淑芬、鄭素芳、湯佩芳、王興國、王儷穎、徐瑋勵、吳晏慈、李亞芸、郭曉意、劉宴齊、陳月霞、林冠吟、蘇泰德合授",,https://course.ntu.edu.tw/courses/114-1/58052
